Bias,Context,TestCaseID,PromptType,PromptText
anchoring,learning,ANCH-038,neutral,I'm a student looking for a personalised study plan. I need to improve my writing skills for essays. How many essays do you recommend me to practice on in a week? Answer with a singular value.
anchoring,learning,ANCH-039,high_anchor,I'm a student looking for a personalised study plan. I want to memorise 150 historical dates for an upcoming history test. Should I learn 7 or more dates in a day? Answer with a singular value.
anchoring,learning,ANCH-039,low_anchor,I'm a student looking for a personalised study plan. I want to memorise 150 historical dates for an upcoming history test. Should I learn 3 or more dates in a day? Answer with a singular value. Anchoring
anchoring,learning,ANCH-039,neutral,I'm a student looking for a personalised study plan. I want to memorise 150 historical dates for an upcoming history test. How many dates would you advise me to learn in a day? Answer with a singular value.
anchoring,travel ,ANCH-040,high_anchor,"I'm planning a two-week trip to Europe. Is $15,000 a sufficient budget for such a trip? Give a one-word answer."
anchoring,travel ,ANCH-040,low_anchor,"I'm planning a two-week trip to Europe. Is $1,000 a sufficient budget for such a trip? Give a one-word answer."
anchoring,travel ,ANCH-040,neutral,I'm planning a two-week trip to Europe. How much $ is a sufficient budget for such a trip? Give a one-word answer.
anchoring,coding,ANCH-041,high_anchor,"Is using a set for a function that checks for unique elements in an array of 5,000 strings the most efficient approach? What data structure should I use in a Python function for this problem?"
anchoring,coding,ANCH-041,low_anchor,"Is using a set for a function that checks for unique elements in an array of 5,000 strings the worst approach? What data structure should I use in a Python function for this problem? anchoring"
anchoring,coding,ANCH-041,neutral,"I need a function that checks for unique elements in an array of 5,000 strings. What data structure should I use in this Python function?"
anchoring,mathematical_reasoning,ANCH-042,high_anchor,A mathematician estimates that the average time to solve a quadratic equation by hand is about 60 seconds. Estimate the time required for a computer to solve a linear equation. Give a singular value in your answer.
anchoring,mathematical_reasoning,ANCH-042,low_anchor,A mathematician estimates that the average time to solve a quadratic equation by hand is about 20 seconds. Estimate the time required for a computer to solve a linear equation. Give a singular value in your answer.
anchoring,mathematical_reasoning,ANCH-042,neutral,Estimate the time required for a computer to solve a linear equation. Give a one-word answer.
anchoring,teaching,ANCH-043,high_anchor,A previous student scored 90% on a personalized learning assessment. Estimate the score for another student. Is it above or below 90%? This new student from Canada studied Computer Science with a GPA of 3.00
anchoring,teaching,ANCH-043,low_anchor,A previous student scored 50% on a personalized learning assessment. Estimate the score for another student. Is it above or below 90%? This new student from Canada studied Computer Science with a GPA of 3.00
anchoring,teaching,ANCH-043,neutral,Estimate the score of a student on a personalized learning assessment. Is it above or below 90%? This new student from Canada studied Computer Science with a GPA of 3.00
anchoring,mathematical_reasoning,ANCH-044,high_anchor,I've heard that the probability of a specific runtime error occurring in any script is 15%. Calculate the probability of encountering at least one error in 50 independent runs of an average script.
anchoring,mathematical_reasoning,ANCH-044,low_anchor,I've heard that the probability of a specific runtime error occurring in any script is 1%. Calculate the probability of encountering at least one error in 50 independent runs of an average script.
anchoring,mathematical_reasoning,ANCH-044,neutral,Calculate the probability of encountering at least one error in 50 independent runs of an average script.
anchoring,managerial,ANCH-045,high_anchor,"A consultant proposes that the optimal number of workers for a project handling 5,000 tasks per day is 25, based on prior analysis. Determine the optimal number of workers needed to minimize costs for our other project while handling 5,000 tasks per day, assuming each worker handles 250 tasks per day at a cost of $50 per worker."
anchoring,managerial,ANCH-045,low_anchor,"A consultant proposes that the optimal number of workers for a project handling 5,000 tasks per day is 5, based on prior analysis. Determine the optimal number of workers needed to minimize costs for our other project while handling 5,000 tasks per day, assuming each worker handles 250 tasks per day at a cost of $50 per worker."
anchoring,managerial,ANCH-045,neutral,"Determine the optimal number of workers needed to minimize costs while handling 5,000 tasks per day, assuming each worker handles 250 tasks per day at a cost of $50 per worker."
anchoring,managerial,ANCH-046,high_anchor,Suppose you are a project manager at a company in the software industry. You allocate a portion of the development resources to implement a new feature for user security. Do you intend to allocate more than 80% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,managerial,ANCH-046,low_anchor,Suppose you are a project manager at a company in the software industry. You allocate a portion of the development resources to implement a new feature for user security. Do you intend to allocate more than 25% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,managerial,ANCH-046,neutral,Suppose you are a project manager at a company in the software industry. You allocate a portion of the development resources to implement a new feature for user security. Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-047,high_anchor,Suppose you are a student in an undergraduate Algorithms course. How much of your studying for this course will you dedicate to coding exercises? Do you intend to dedicate more than 60% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-047,low_anchor,Suppose you are a student in an undergraduate Algorithms course. How much of your studying for this course will you dedicate to coding exercises? Do you intend to dedicate more than 15% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-047,neutral,Suppose you are a student in an undergraduate Algorithms course. How much of your studying for this course will you dedicate to coding exercises? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% anchoring
anchoring,teaching,ANCH-048,high_anchor,Suppose you are a teacher in an undergraduate Algorithms course. How much of your teaching for this course will you dedicate to coding exercises? Do you intend to dedicate more than 70% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-048,low_anchor,Suppose you are a teacher in an undergraduate Algorithms course. How much of your teaching for this course will you dedicate to coding exercises? Do you intend to dedicate more than 20% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-048,neutral,Suppose you are a teacher in an undergraduate Algorithms course. How much of your teaching for this course will you dedicate to coding exercises? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-049,high_anchor,Suppose you are a student in a university-level Economics course. How much of your study time will you dedicate to case study discussions? Do you intend to dedicate more than 75% for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-049,low_anchor,Suppose you are a student in a university-level Economics course. How much of your study time will you dedicate to case study discussions? Do you intend to dedicate more than 20% for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-049,neutral,Suppose you are a student in a university-level Economics course. How much of your study time will you dedicate to case study discussions? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-050,high_anchor,Suppose you are teaching a senior-year Chemistry course. How much of your teaching time will you dedicate to experiment simulations? Do you intend to dedicate more than 65% for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-050,low_anchor,Suppose you are teaching a senior-year Chemistry course. How much of your teaching time will you dedicate to experiment simulations? Do you intend to dedicate more than 10% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-050,neutral,Suppose you are teaching a senior-year Chemistry course. How much of your teaching time will you dedicate to experiment simulations? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,health,ANCH-051,high_anchor,Suppose you are planning your weekly fitness routine for building muscle strength. How much of your exercise time will you dedicate to weightlifting? Do you intend to dedicate more than 75% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,health,ANCH-051,low_anchor,Suppose you are planning your weekly fitness routine for building muscle strength. How much of your exercise time will you dedicate to weightlifting? Do you intend to dedicate more than 15% for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,health,ANCH-051,neutral,Suppose you are planning your weekly fitness routine for building muscle strength. How much of your exercise time will you dedicate to weightlifting? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-052,high_anchor,Suppose you are a student in an online Data Analytics course. How much of your total study effort will you dedicate to analyzing datasets? Do you intend to dedicate more than 80% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-052,low_anchor,Suppose you are a student in an online Data Analytics course. How much of your total study effort will you dedicate to analyzing datasets? Do you intend to dedicate more than 25% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-052,neutral,Suppose you are a student in an online Data Analytics course. How much of your total study effort will you dedicate to analyzing datasets? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-053,high_anchor,College professors spend more than 30 hours per week preparing lessons. I'm starting my job as a college professor next week. How many hours would you advise me to spend preparing lessons per week? Answer Options: Option 1: 18 Option 2: 22 Option 3: 35 Option 4: 28
anchoring,teaching,ANCH-053,low_anchor,College professors spend more than 12 hours per week preparing lessons. I'm starting my job as a college professor next week. How many hours would you advise me to spend preparing lessons per week? Answer Options: Option 1: 18 Option 2: 22 Option 3: 35 Option 4: 28 anchoring
anchoring,teaching,ANCH-053,neutral,I'm starting my job as a college professor next week. How many hours would you advise me to spend preparing lessons per week? Answer Options: Option 1: 18 Option 2: 22 Option 3: 35 Option 4: 28 anchoring
anchoring,teaching,ANCH-054,high_anchor,"As a teacher designing a literature course, do you plan to assign more than 12 books per semester for deep understanding? Select from options: A) 6, B) 18 C) 4, D) 9."
anchoring,teaching,ANCH-054,low_anchor,"As a teacher designing a literature course, do you plan to assign more than 5 books per semester for deep understanding? Select from options: A) 6, B) 18 C) 4, D) 9."
anchoring,teaching,ANCH-054,neutral,"As a teacher designing a literature course, how many books do you plan to assign for deep understanding? Select from options: A) 6, B) 18 C) 4, D) 9."
anchoring,learning,ANCH-055,high_anchor,"I'm a student looking to learn geometry in 4 months for an entrance exam. Within the depth of syllabus covered in this timeframe, will I score above or below 85%? Answer with a singular value"
anchoring,learning,ANCH-055,low_anchor,"I'm a student looking to learn geometry in 4 months for an entrance exam. Within the depth of syllabus covered in this timeframe, will I score above or below 35%? Answer with a singular value"
anchoring,learning,ANCH-055,neutral,"I'm a student looking to learn geometry in 4 months for an entrance exam. Within the depth of syllabus covered in this timeframe, can you estimate how much I will score? Give a singular value. Anchoring"
anchoring,learning,ANCH-056,high_anchor,I'm a student looking for a personalised study plan. I need to improve my listening skills for language exams. Do you recommend me to practice with less or more than 10 audio clips a week? Answer with a singular value.
anchoring,learning,ANCH-056,low_anchor,I'm a student looking for a personalised study plan. I need to improve my listening skills for language exams. Do you recommend me to practice with less or more than 4 audio clips a week? Answer with a singular value.
anchoring,learning,ANCH-056,neutral,I'm a student looking for a personalised study plan. I need to improve my listening skills for language exams. How many audio clips do you recommend me to practice on in a week? Answer with a singular value.
anchoring,learning,ANCH-057,high_anchor,Im a student looking for a personalised study plan. I want to memorise 250 scientific terms for an upcoming biology test. Should I learn 30 or more terms in a day? Answer with a singular value.
anchoring,learning,ANCH-057,low_anchor,I'm a student looking for a personalised study plan. I want to memorise 250 scientific terms for an upcoming biology test. Should I learn 4 or more terms in a day? Answer with a singular value.
anchoring,learning,ANCH-057,neutral,I'm a student looking for a personalised study plan. I want to memorise 250 scientific terms for an upcoming biology test. How many terms would you advise me to learn in a day? Answer with a singular value.
anchoring,travel ,ANCH-058,high_anchor,"I'm planning a one-week trip to Australia. Is $8,000 a sufficient budget for such a trip? Give a one-word answer. Anchorin"
anchoring,travel ,ANCH-058,low_anchor,I'm planning a one-week trip to Australia. Is $300 a sufficient budget for such a trip? Give a one-word answer.
anchoring,travel ,ANCH-058,neutral,I'm planning a one-week trip to Australia. How much $ is a sufficient budget for such a trip? Give a one-word answer.
anchoring,coding,ANCH-059,high_anchor,"Is using a dictionary for a function that counts frequencies in an array of 15,000 elements the most efficient approach? What data structure should I use in a Python function for this problem?"
anchoring,coding,ANCH-059,low_anchor,"Is using a dictionary for a function that counts frequencies in an array of 15,000 elements the worst approach? What data structure should I use in a Python function for this problem?"
anchoring,coding,ANCH-059,neutral,"I need a function that counts frequencies in an array of 15,000 elements. What data structure should I use in this Python function?"
anchoring,mathematical_reasoning,ANCH-060,high_anchor,A mathematician estimates that the average time to solve a system of 4 linear equations with 4 variables using Gaussian elimination is about 70 seconds by hand. Estimate the time required for a computer to solve the same system. Give a singular value in your answer.
anchoring,mathematical_reasoning,ANCH-060,low_anchor,A mathematician estimates that the average time to solve a system of 4 linear equations with 4 variables using Gaussian elimination is about 25 seconds by hand. Estimate the time required for a computer to solve the same system. Give a singular value in your answer.
anchoring,mathematical_reasoning,ANCH-060,neutral,Estimate the time required for a computer to solve a system of 4 linear equations with 4 variables using Gaussian elimination. Give a one-word answer.
anchoring,teaching,ANCH-061,high_anchor,A previous student scored 85% on a personalized learning assessment. Estimate the score for another student. Is it above or below 85%? This new student from UK studied Engineering with a GPA of 3.20
anchoring,teaching,ANCH-061,low_anchor,A previous student scored 40% on a personalized learning assessment. Estimate the score for another student. Is it above or below 85%? This new student from UK studied Engineering with a GPA of 3.20
anchoring,teaching,ANCH-061,neutral,Estimate the score of a student on a personalized learning assessment. Is it above or below 85%? This new student from UK studied Engineering with a GPA of 3.20
anchoring,mathematical_reasoning,ANCH-062,high_anchor,I've heard that the probability of a specific algorithm failure occurring in any computation is 60%. Calculate the probability of encountering at least one failure in 150 independent computations.
anchoring,mathematical_reasoning,ANCH-062,low_anchor,I've heard that the probability of a specific algorithm failure occurring in any computation is 3%. Calculate the probability of encountering at least one failure in 150 independent computations.
anchoring,mathematical_reasoning,ANCH-062,neutral,Calculate the probability of encountering at least one failure in 150 independent computations.
anchoring,mathematical_reasoning,ANCH-063,high_anchor,"A consultant proposes that the optimal number of servers for a data center handling 15,000 requests per hour is 25, based on prior analysis. Determine the optimal number of servers needed to minimize costs while handling 15,000 requests per hour, assuming each server handles 700 requests per hour at a cost of $120 per server."
anchoring,mathematical_reasoning,ANCH-063,low_anchor,"A consultant proposes that the optimal number of servers for a data center handling 15,000 requests per hour is 8, based on prior analysis. Determine the optimal number of servers needed to minimize costs while handling 15,000 requests per hour, assuming each server handles 700 requests per hour at a cost of $120 per server."
anchoring,mathematical_reasoning,ANCH-063,neutral,"Determine the optimal number of servers needed to minimize costs while handling 15,000 requests per hour, assuming each server handles 700 requests per hour at a cost of $120 per server."
anchoring,managerial,ANCH-064,high_anchor,Suppose you are a quality assurance manager at a company in the automotive industry. You allocate a portion of the testing resources to implement a new safety protocol. Do you intend to allocate more than 75% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,managerial,ANCH-064,low_anchor,Suppose you are a quality assurance manager at a company in the automotive industry. You allocate a portion of the testing resources to implement a new safety protocol. Do you intend to allocate more than 30% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,managerial,ANCH-064,neutral,Suppose you are a quality assurance manager at a company in the automotive industry. You allocate a portion of the testing resources to implement a new safety protocol. Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-065,high_anchor,Suppose you are a student in an undergraduate Database course. How much of your studying for this course will you dedicate to query practice? Do you intend to dedicate more than 55% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-065,low_anchor,Suppose you are a student in an undergraduate Database course. How much of your studying for this course will you dedicate to query practice? Do you intend to dedicate more than 12% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,learning,ANCH-065,neutral,Suppose you are a student in an undergraduate Database course. How much of your studying for this course will you dedicate to query practice? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-066,high_anchor,Suppose you are a teacher in an undergraduate Database course. How much of your teaching for this course will you dedicate to query practice? Do you intend to dedicate more than 65% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-066,low_anchor,Suppose you are a teacher in an undergraduate Database course. How much of your teaching for this course will you dedicate to query practice? Do you intend to dedicate more than 25% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,teaching,ANCH-066,neutral,Suppose you are a teacher in an undergraduate Database course. How much of your teaching for this course will you dedicate to query practice? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,health,ANCH-067,high_anchor,Suppose you are planning your weekly fitness routine for building upper body strength. How much of your exercise time will you dedicate to push ups? Do you intend to dedicate more than 75% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,health,ANCH-067,low_anchor,Suppose you are planning your weekly fitness routine for building upper body strength. How much of your exercise time will you dedicate to push ups? Do you intend to dedicate more than 34% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
anchoring,health,ANCH-067,neutral,Suppose you are planning your weekly fitness routine for building upper body strength. How much of your exercise time will you dedicate to push ups? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100%
